"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
118.61,3.32,2.8797,118.77,114.66,115.02,115.29,2025-04-18,"BIIB",3.12119631368458,"Biogen","Health Care","Biotechnology","Cambridge, Massachusetts","2003-11-13","875045","1978","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","1991-09-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BIIB.png",17361.5316,"Biogen Inc","17814642000",146.37,"https://www.biogen.com/"
875.78,10,1.155,890.1272,866.1703,871.05,865.78,2025-04-18,"BLK",0.543022788588487,"BlackRock","Financials","Asset Management & Custody Banks","New York City, New York","2011-04-04","2012383","1988","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1999-10-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950002356066.png",135765.415021,"BlackRock Inc","12128105800",155.02,"https://www.blackrock.com/"
130.39,1.01,0.7806,132.5,128.64,132,129.38,2025-04-18,"BX",-1.21969696969698,"Blackstone Inc.","Financials","Asset Management & Custody Banks","New York City, New York","2023-09-18","1393818","1985","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2007-06-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BX.png",158162.308641,"Blackstone Inc","12125835000",1218.66,"https://www.blackstone.com/"
76.34,0.61,0.8055,77.4997,75.26,75.95,75.73,2025-04-18,"BK",0.513495720868994,"BNY Mellon","Financials","Asset Management & Custody Banks","New York City, New York","1995-03-31","1390777","1784","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2007-07-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BK.png",54616.230543,"Bank of New York Mellon Corp","12124951784",715.43,"https://www.bnymellon.com/"
161.9,5.43,3.4703,163.9,157,157.13,156.47,2025-04-18,"BA",3.0357029211481,"Boeing","Industrials","Aerospace & Defense","Arlington, Virginia","1957-03-04","12927","1916","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1934-09-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BA.png",121814.764915,"Boeing Co","17034146338",752.41,"https://www.boeing.com"
4573.31,32.47,0.7151,4604.59,4516.625,4586.58,4540.84,2025-04-18,"BKNG",-0.289322327311407,"Booking Holdings","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Norwalk, Connecticut","2009-11-06","1075531","1996","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Hotels, Restaurants & Leisure","1999-03-29","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BKNG.png",150074.087919,"Booking Holdings Inc","12032998000",32.82,"https://www.bookingholdings.com/"
26.45,0.43,1.6526,26.535,25.915,26.09,26.02,2025-04-18,"BWA",1.37983901878114,"BorgWarner","Consumer Discretionary","Automotive Parts & Equipment","Auburn Hills, Michigan","2011-12-19","908255","1880","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Auto Components","1993-08-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BWA.png",5810.701851,"Borgwarner Inc","12487549200",219.69,"https://www.borgwarner.com/"
95.12,-0.13,-0.1365,96.0615,94.67,95.6,95.25,2025-04-18,"BSX",-0.502092050209194,"Boston Scientific","Health Care","Health Care Equipment","Marlborough, Massachusetts","1995-02-24","885725","1979","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1992-05-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BSX.png",140681.765224834,"Boston Scientific Corp","15086834000",1479.07,"https://www.bostonscientific.com/en-US/Home.html"
49.23,-0.13,-0.2634,50.09,49.06,49.18,49.36,2025-04-18,"BMY",0.101667344448957,"Bristol Myers Squibb","Health Care","Pharmaceuticals","New York City, New York","1957-03-04","14272","1989 (1887)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Pharmaceuticals","1929-07-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BMY.png",100171.396606,"Bristol-Myers Squibb Co","16092524621",2034.76,"https://www.bms.com/in"
170.99,-3.62,-2.0732,176.25,169.9156,176.25,174.61,2025-04-18,"AVGO",-2.98439716312056,"Broadcom","Information Technology","Semiconductors","Palo Alto, California","2014-05-08","1730168","1961","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","2009-08-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AVGO.png",803986.239251,"Broadcom Inc","16504276000",4701.95,"https://www.broadcom.com"
235.85,0.56,0.238,238.723,234.88,236.01,235.29,2025-04-18,"BR",-0.0677937375534921,"Broadridge Financial Solutions","Industrials","Data Processing & Outsourced Services","Lake Success, New York","2018-06-18","1383312","1962","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Professional Services","2007-03-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BR.png",27598.857427,"Broadridge Financial Solutions Inc","15164725400",117.02,"https://www.broadridge.com/"
117.22,-1.58,-1.33,118.74,117.075,118.55,118.8,2025-04-18,"BRO",-1.12188949810207,"Brown & Brown","Financials","Insurance Brokers","Daytona Beach, Florida","2021-09-20","79282","1939","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1997-12-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BRO.png",33598.486918,"Brown & Brown Inc","13862529601",286.63,"https://www.bbinsurance.com/"
33.79,0.77,2.3319,33.87,33.08,33.28,33.02,2025-04-18,"BF.B",1.53245192307692,"Brownâ€“Forman","Consumer Staples","Distillers & Vintners","Louisville, Kentucky","1982-10-31","14693","1870","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Beverages","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BF.B.png",15939.356356,"Brown-Forman Corp","15025851100",472.67,"https://www.brown-forman.com/"
116.94,3.88,3.4318,118.615,113.22,113.46,113.06,2025-04-18,"BLDR",3.06716023268112,"Builders FirstSource","Industrials","Building Products","Irving, Texas","2023-12-18","1316835","1998","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","2005-06-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BLDR.png",13301.084843,"Builders FirstSource Inc","12148803500",113.74,"https://www.bldr.com/"
78.96,2.58,3.3778,79.01,76.75,76.75,76.38,2025-04-18,"BG",2.87947882736156,"Bunge Global","Consumer Staples","Agricultural Products & Services","Chesterfield, Missouri","2023-03-15","1996862","1818","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","2001-08-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950866353246.png",10578.116955,"Bunge Global SA","",133.97,"https://www.bunge.com/"
63.88,0.81,1.2843,64.81,63.37,63.47,63.07,2025-04-18,"BXP",0.645974476130461,"BXP, Inc.","Real Estate","Office REITs","Boston, Massachusetts","2006-04-03","1037540","1970","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1997-06-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959035856.png",10113.694728,"BXP Inc","16172363300",158.32,"https://www.bxp.com/"
91.14,1.28,1.4244,91.84,90.18,90.47,89.86,2025-04-18,"CHRW",0.74057698684647,"C.H. Robinson","Industrials","Air Freight & Logistics","Eden Prairie, Minnesota","2007-03-02","1043277","1905","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Logistics & Transportation","1997-10-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CHRW.png",10775.209859,"CH Robinson Worldwide Inc","19529378500",118.23,"https://www.chrobinson.com/"
260.22,0.96,0.3703,263.16,257.88,262.79,259.26,2025-04-18,"CDNS",-0.977967198143001,"Cadence Design Systems","Information Technology","Application Software","San Jose, California","2017-09-18","813672","1988","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1988-06-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CDNS.png",71381.884971,"Cadence Design Systems Inc","14089431234",274.31,"https://www.cadence.com/"
25.51,0.76,3.0707,25.67,24.665,24.75,24.75,2025-04-18,"CZR",3.07070707070708,"Caesars Entertainment","Consumer Discretionary","Casinos & Gaming","Reno, Nevada","2021-03-22","1590895","1973","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Hotels, Restaurants & Leisure","2014-09-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CZR.png",5408.459476,"Caesars Entertainment Inc","17753280100",212.01,"https://www.caesars.com/"
112.28,2.08,1.8875,113.48,110.71,110.71,110.2,2025-04-18,"CPT",1.41811941107398,"Camden Property Trust","Real Estate","Multi-Family Residential REITs","Houston, Texas","2022-04-04","906345","1981","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1993-07-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959036796.png",15882.91214,"Camden Property Trust","17133542500",106.76,"https://www.camdenliving.com/"
37.53,0.68,1.8453,37.71,36.66,36.99,36.85,2025-04-18,"CPB",1.45985401459854,"Campbell's Company (The)","Consumer Staples","Packaged Foods & Meats","Camden, New Jersey","1957-03-04","16732","1869","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Food Products","1954-11-16","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CPB.png",11190.765771,"Campbell's Co","18563424800",298.18,"https://www.campbells.com/"
162.77,2.71,1.6931,164.78,158.42,161.32,160.06,2025-04-18,"COF",0.898834614430955,"Capital One","Financials","Consumer Finance","Tysons Corner, Virginia","1998-07-01","927628","1994","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1994-11-16","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COF.png",62334.26036,"Capital One Financial Corp","17037201000",382.96,"https://www.capitalone.com/"
134.71,0.35,0.2605,136.54,133.64,133.66,134.36,2025-04-18,"CAH",0.785575340415989,"Cardinal Health","Health Care","Health Care Distributors","Dublin, Ohio","1997-05-27","721371","1971","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1983-08-04","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CAH.png",32541.625981,"Cardinal Health Inc","16147573033",241.57,"https://www.cardinalhealth.com/en.html"
64.59,0.48,0.7487,64.77,63.63,64.04,64.11,2025-04-18,"KMX",0.858838226108678,"CarMax","Consumer Discretionary","Automotive Retail","Richmond, Virginia","2010-06-28","1170010","1993","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Retail","1997-02-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KMX.png",9861.873169,"Carmax Inc","18047470422",152.68,"https://www.carmax.com/"
17.99,0.12,0.6715,18.215,17.69,17.89,17.87,2025-04-18,"CCL",0.558971492453873,"Carnival","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Miami, Florida","1998-12-22","815097","1972","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","1987-07-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CCL.png",23346.897174,"Carnival Corp","",1311.99,"https://www.carnivalcorp.com/"
59.9,0.71,1.1995,60.4,59.24,59.74,59.19,2025-04-18,"CARR",0.267827251422827,"Carrier Global","Industrials","Building Products","Palm Beach Gardens, Florida","2020-04-03","1783180","2020 (1915, United Technologies spinoff)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Building","2020-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CARR.png",51761.4953687083,"Carrier Global Corp","15613652000",863.99,"https://www.carrier.com/"
294.25,4.11,1.4166,297.695,291.9,292.17,290.14,2025-04-18,"CAT",0.711914296471227,"Caterpillar Inc.","Industrials","Construction Machinery & Heavy Transportation Equipment","Irving, Texas","1957-03-04","18230","1925","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Machinery","1929-12-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CAT.png",140631.501991,"Caterpillar Inc","19728917700",477.93,"https://www.caterpillar.com"
217.07,-0.9,-0.4129,219.9069,217.03,219.13,217.97,2025-04-18,"CBOE",-0.940081230319902,"Cboe Global Markets","Financials","Financial Exchanges & Data","Chicago, Illinois","2017-03-01","1374310","1973","US","USD","USD","BATS EXCHANGE","Financial Services","2010-05-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CBOE.png",22729.94,"Cboe Global Markets Inc","13127867200",104.71,"https://www.cboe.com/"
117.62,0.41,0.3498,119.33,116.477,116.82,117.21,2025-04-18,"CBRE",0.684814244136288,"CBRE Group","Real Estate","Real Estate Services","Dallas, Texas","2006-11-10","1138118","1906","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","2004-06-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CBRE.png",35269.130279,"CBRE Group Inc","12149796100",299.86,"https://www.cbre.us"
151.47,2.7,1.8149,152.735,149.31,149.94,148.77,2025-04-18,"CDW",1.02040816326531,"CDW Corporation","Information Technology","Technology Distributors","Vernon Hills, Illinois","2019-09-23","1402057","1984","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Electrical Equipment","2013-06-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CDW.png",19958.70579,"CDW Corp","18474656000",131.77,"https://www.cdw.com/"
40.09,2.56,6.8212,40.16,37.65,37.71,37.53,2025-04-18,"CE",6.31132325643066,"Celanese","Materials","Specialty Chemicals","Irving, Texas","2018-12-24","1306830","1918","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","2005-01-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CE.png",4480.225436,"Celanese Corp","19724434000",111.75,"https://www.celanese.com/"
286.74,2.3,0.8086,287.84,281.65,283.01,284.44,2025-04-18,"COR",1.31797462987174,"Cencora","Health Care","Health Care Distributors","Conshohocken, Pennsylvania","2001-08-30","1140859","1985","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1996-05-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ABC.png",55603.782698,"Cencora Inc","16107277000",193.71,"https://www.cencora.com/"
60.7,-1.28,-2.0652,61.57,58.53,58.7,61.98,2025-04-18,"CNC",3.40715502555366,"Centene Corporation","Health Care","Managed Health Care","St. Louis, Missouri","2016-03-30","1071739","1984","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","2001-12-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CNC.png",30110.845935,"Centene Corp","13147254477",496.06,"https://www.centene.com/"
37.16,0.38,1.0332,37.595,36.93,36.96,36.78,2025-04-18,"CNP",0.54112554112553,"CenterPoint Energy","Utilities","Multi-Utilities","Houston, Texas","1985-07-31","1130310","1882","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1943-08-16","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CNP.png",24218.251954,"CenterPoint Energy Inc","17132073000",652.73,"https://www.centerpointenergy.com/"
74.9,0.8,1.0796,75.39,74.34,74.34,74.1,2025-04-18,"CF",0.753295668549909,"CF Industries","Materials","Fertilizers & Agricultural Chemicals","Deerfield, Illinois","2008-08-27","1324404","1946","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","2005-08-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CF.png",12468.394198,"CF Industries Holdings Inc","18474052400",166.47,"https://www.cfindustries.com/"
106.05,1.8,1.7266,106.23,102.65,105,104.25,2025-04-18,"CRL",0.999999999999997,"Charles River Laboratories","Health Care","Life Sciences Tools & Services","Wilmington, Massachusetts","2021-05-14","1100682","1947","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Life Sciences Tools & Services","2000-06-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRL.png",5208.721324,"Charles River Laboratories International Inc","17812226000",49.12,"https://www.criver.com/"
76.15,0.45,0.5945,79.1,76.15,77.665,75.7,2025-04-18,"SCHW",-1.95068563703084,"Charles Schwab Corporation","Financials","Investment Banking & Brokerage","Westlake, Texas","1997-06-02","316709","1971","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1987-09-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SCHW.png",141978.732512,"Charles Schwab Corp","18178595000",1813.57,"https://www.schwab.com/"
338.96,6.46,1.9429,342.22,334.07,335.21,332.5,2025-04-18,"CHTR",1.11870170937621,"Charter Communications","Communication Services","Cable & Satellite","Stamford, Connecticut","2016-09-08","1091667","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2009-12-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CHTR.png",53707.496198,"Charter Communications Inc","12039057801",158.49,"https://corporate.charter.com/"
137.87,2.51,1.8543,140.24,136.45,136.69,135.36,2025-04-18,"CVX",0.863267247055386,"Chevron Corporation","Energy","Integrated Oil & Gas","San Ramon, California","1957-03-04","93410","1879","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","1921-06-24","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVX.png",240820.172853,"Chevron Corp","18328541000",1746.72,"https://www.chevron.com/"
48.17,0.09,0.1872,48.54,47.48,48.19,48.08,2025-04-18,"CMG",-0.041502386387209,"Chipotle Mexican Grill","Consumer Discretionary","Restaurants","Newport Beach, California","2011-04-28","1058090","1993","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","2006-01-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMG.png",65286.582549,"Chipotle Mexican Grill Inc","19495244000",1355.34,"https://www.chipotle.com/"
285.59,0.52,0.1824,287.29,282.34,285.58,285.07,2025-04-18,"CB",0.00350164577351037,"Chubb Limited","Financials","Property & Casualty Insurance","Zurich, Switzerland","2010-07-15","896159","1985","CH","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1993-03-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CB.png",114431.653132,"Chubb Ltd","41434567600",400.69,"https://www.chubb.com/"
